label,cell,family,ladder,rung,physical_position,charge,spin_odd,rung_pair,leg_pair_right
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,12,11.5,0.9382866747828862,-0.2417238982862882,-2.67032548628108e-10,1.0724648229672261e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,13,12.5,0.9639321047842189,0.27679977724097365,-4.537187097442379e-10,2.966495285446243e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,14,13.5,0.9810235951303461,-0.2983813528198014,-3.4289658462568693e-10,8.28172665500973e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,15,14.5,0.9893722963355969,0.30885544137653,-1.2966083936309772e-10,3.656913266712142e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,16,15.5,0.9900526685952864,-0.30990264020484626,-4.429416109780838e-11,-1.7450022281226173e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,17,16.5,0.9831428125300501,0.30166968083363804,6.383757885666265e-12,-1.332372789257413e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,18,17.5,0.9674912643172279,-0.2827623737740785,2.6079696199625017e-11,-2.5075447281089848e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,19,18.5,0.9427025168563761,0.25066908592725373,4.563478377627679e-11,-2.6382299513454668e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,20,19.5,0.9117185784121346,-0.20302008991111292,5.6116447201155035e-11,-4.4027902712568114e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,21,20.5,0.8815000890084005,0.13947847243558684,3.24576649265799e-11,-2.108257976562613e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,22,21.5,0.8607075225426628,-0.06309266120368776,2.8015229493568564e-11,-1.0514252560625008e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,23,22.5,0.855947989908689,-0.019636824008065504,1.5323515403102514e-11,9.120423384747564e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,24,23.5,0.8687895279315746,0.10043268834816904,1.515099659054756e-11,4.013181047635177e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,25,24.5,0.8950662979939052,-0.17153377179951826,-8.905993958136056e-12,5.010144578668486e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,26,25.5,0.9267483588860257,0.22795257598689508,-5.589584735262205e-11,8.585535519939759e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,27,26.5,0.9554951282617508,-0.2682968341664837,-1.8779905426949585e-10,1.9802869423451963e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,28,27.5,0.9760685196364742,0.2939964326509366,-2.2246169461817457e-10,1.8997360929005737e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,29,28.5,0.9873051952730347,-0.30768179975104826,-2.4059115632524324e-10,2.5395276253077504e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,30,29.5,0.9901984483536252,0.31137241871314725,-2.8248170568557576e-10,2.2130736137289072e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,31,30.5,0.9852720998219264,-0.3056626102946551,-3.1375272875161756e-10,2.2096110296184635e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,32,31.5,0.9716149911418843,0.28944230474068966,-3.3768042779285426e-10,9.705318049472653e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,33,32.5,0.9484253578333388,-0.26027332236432377,-4.1734772967677507e-10,8.774762223102089e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,34,33.5,0.9178213147737788,0.21551027481228546,-7.322526904140244e-10,6.233912740683271e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,35,34.5,0.886225235014036,-0.1542890686752172,-1.0338560255370118e-09,6.227728242660383e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,36,35.5,0.8625360663019646,0.07905838073694624,-1.1853356237371705e-09,7.650745748477228e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,37,36.5,0.8542850974702243,0.004096864082615878,-1.2550646468358115e-09,7.452819957623901e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,38,37.5,0.8642214162205724,-0.08688573174094938,-1.2140343689629957e-09,6.74367633086417e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,39,38.5,0.8890600095671715,0.16109335516413717,-1.029930863304154e-09,5.471425705970129e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,40,39.5,0.9209728091831346,-0.22093053224912176,-7.671371542396561e-10,3.728003165062917e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,41,40.5,0.9511040884666577,0.26427381057298854,-5.477772388256208e-10,3.2521892267676844e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,42,41.5,0.9733600773818291,-0.29217513713181326,-2.741574147903342e-10,1.0646192278714004e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,43,42.5,0.9859393715267427,0.3072735383143075,-1.3357396680222102e-10,1.066557609203866e-10
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,44,43.5,0.9896442073428395,-0.31181634283643533,-1.153002090890981e-10,8.785670680278589e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,45,44.5,0.9850895680291663,0.30658025035687475,-9.644976872536783e-11,7.518024215473286e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,46,45.5,0.9714858918728381,-0.2905274057986231,-7.812309257700946e-11,5.981271518385923e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,47,46.5,0.9481027776466853,0.2611922277608394,-7.445590912793455e-11,4.977961632780418e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,48,47.5,0.9171656097095893,-0.2159074047161565,-8.099441428092722e-11,4.755608142518342e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,49,48.5,0.8853070434118757,0.15389749470770703,-7.972914524337697e-11,4.50707539049018e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,50,49.5,0.8616471353214546,-0.07778658657722273,-8.526044709028498e-11,4.7180782393658586e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,51,50.5,0.8538026680140913,-0.006137299785029499,-1.00628623267016e-10,4.999743061288912e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,52,51.5,0.8643997360617903,0.08941733821636065,-8.67621837228241e-11,4.55080699416675e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,53,52.5,0.8898666679722593,-0.16370153834103937,-7.891634352942205e-11,4.2218767801883106e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,54,53.5,0.9220956807107711,0.22302696965883195,-5.666844220066029e-11,3.2055719166656674e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,55,54.5,0.9521828270235893,-0.265146116174351,-8.616647290312526e-11,4.77093469098561e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,56,55.5,0.9744014515295415,0.29078877956069427,-7.115875980726905e-11,2.8345421181268955e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,57,56.5,0.9878152791908612,-0.30233516684707773,-2.977829635947849e-11,-6.487902041069277e-15
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,58,57.5,0.9946472385519084,0.30153352544451867,2.2014496104572567e-12,-1.9277360132868343e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,59,58.5,0.9977665999805445,-0.2886345695588839,2.654219105064751e-11,-1.78157366396746e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,60,59.5,0.9991524131156322,0.26443712409288533,2.4104281207751858e-11,-4.545700411169335e-11
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,61,60.5,0.999786412702628,-0.23075418020257862,4.3062165604955355e-11,-6.3276185388409054e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,62,61.5,1.0001349557716634,0.18760471714368948,1.4623205147590256e-11,-3.902460734777663e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,63,62.5,1.000384857783202,-0.1495792824393723,8.481665323022896e-12,-3.857629804111342e-12
trellis__two_ladder__pairing_eps005_chi200_raw60,two_ladder,pairing,B,64,63.5,1.0004555939110251,0.12732599640355707,4.168767458319879e-12,
