t0,V,family,rung,charge,spin_odd,rung_pair,leg_pair_right
1.4,-0.1,pairing,18,0.9330815937712225,-1.682171485467567e-05,-0.04958838121067671,0.03353797211378657
1.4,-0.1,pairing,19,0.9322994109637968,1.3206986619510054e-05,-0.049857232748784314,0.03365858463932942
1.4,-0.1,pairing,20,0.9316800473677813,-9.204211430884695e-06,-0.04996304442476512,0.033683233704558425
1.4,-0.1,pairing,21,0.9312927309083117,5.738742780079207e-06,-0.04995323875110023,0.03364746243115218
1.4,-0.1,pairing,22,0.9311324432442907,-2.8489208559607513e-06,-0.0498801631079856,0.03358566795233983
1.4,-0.1,pairing,23,0.93114736664789,1.378105298768136e-07,-0.04978829483751894,0.033523747368552216
1.4,-0.1,pairing,24,0.9312673068254596,1.6008437024587098e-06,-0.0497082163620161,0.03347727993399377
1.4,-0.1,pairing,25,0.9314256715062801,-2.8362862272982208e-06,-0.04965579586210888,0.03345236867678119
1.4,-0.1,pairing,26,0.9315726315950998,3.3687347833068886e-06,-0.04963459428104067,0.03344799374315263
1.4,-0.1,pairing,27,0.931679780483011,-3.4862719891771535e-06,-0.04963993701120769,0.03345901120594727
1.4,-0.1,pairing,28,0.9317387900098857,3.346009622054656e-06,-0.0496629916065522,0.03347870942765476
1.4,-0.1,pairing,29,0.9317562731084581,-3.0338839451392086e-06,-0.04969404081051704,0.03350069153274999
1.4,-0.1,pairing,30,0.9317472891235817,2.6442241456979126e-06,-0.049724583202891054,0.03351984716212226
1.4,-0.1,pairing,31,0.931729055079147,-2.345110596768804e-06,-0.04974827374770115,0.033532664547670815
1.4,-0.1,pairing,32,0.9317158926992668,2.111342875240758e-06,-0.04976109653050252,0.03353717303806653
1.4,-0.1,pairing,33,0.9317158262387935,-2.0589290559152745e-06,-0.04976115420225011,0.03353274398560899
1.4,-0.1,pairing,34,0.9317288645306984,2.1234432511923368e-06,-0.04974844815798686,0.033520006053113414
1.4,-0.1,pairing,35,0.9317470041795487,-2.3388723970478212e-06,-0.049724881853780045,0.0335009297116927
1.4,-0.1,pairing,36,0.9317559380589724,2.6183755358343042e-06,-0.0496944593773002,0.03347900493151174
1.4,-0.1,pairing,37,0.9317384666658399,-2.9183878940827253e-06,-0.04966349578365255,0.03345933308443874
1.4,-0.1,pairing,38,0.9316795469421654,3.1152651112222007e-06,-0.04964047173118938,0.033448306447308444
1.4,-0.1,pairing,39,0.9315725399037511,-3.1747628886085675e-06,-0.04963507552332,0.03345261766721459
1.4,-0.1,pairing,40,0.9314257571590562,2.8244246133424853e-06,-0.04965614685468204,0.03347742708922962
1.4,-0.1,pairing,41,0.931267588734449,-2.1772084900640715e-06,-0.0497083724866497,0.033523737149426976
1.4,-0.1,pairing,42,0.9311478582954984,8.551812046841077e-07,-0.049788230643886044,0.033585569777916824
1.4,-0.1,pairing,43,0.9311330580612458,1.0317945089988585e-06,-0.049880016187760945,0.03364739430025501
1.4,-0.1,pairing,44,0.9312932080528716,-3.766899522098008e-06,-0.04995306309631544,0.033683121672664164
1.4,-0.1,pairing,45,0.9316802244913163,7.196019372211792e-06,-0.04996308116009751,0.033658918204709086
1.4,-0.1,pairing,46,0.932299344734126,-1.1354474845695631e-05,-0.04985789699993286,0.03353841459236728
1.4,-0.1,pairing,47,0.9330813069057958,1.614855070274052e-05,-0.049589559837134894,0.033294026526218455
1.4,-0.1,pairing,48,0.9338637822494369,-2.127079332465881e-05,-0.049132103263008854,0.03291901110625519
1.4,-0.1,pairing,49,0.9343950437794821,2.6057505858753714e-05,-0.0484995544702076,0.03244062287482546
1.4,-0.1,pairing,50,0.9343732498800603,-2.9928477671956018e-05,-0.04776296221647026,0.03192829665018442
1.4,-0.1,pairing,51,0.9335177085703447,3.212280516512508e-05,-0.047051708607027495,0.03148747092804533
1.4,-0.1,pairing,52,0.9316694391583178,-3.1734027461539334e-05,-0.04654049681856151,0.03124920964902775
1.4,-0.1,pairing,53,0.9289002710105465,2.7870812596530682e-05,-0.046417836226334774,0.03133493388009493
1.4,-0.1,pairing,54,0.9256006245830518,-1.9150518207833237e-05,-0.04682432837915015,0.03181092854149975
1.4,-0.1,pairing,55,0.9225190339803288,5.498334801996959e-06,-0.0477840769315699,0.0326405282831765
1.4,-0.1,pairing,56,0.9207292705873812,1.347550140667854e-05,-0.04913288374616799,0.03363387203089798
1.4,-0.1,pairing,57,0.9214961337044152,-3.668999988082475e-05,-0.050455540532541754,0.03441509962426825
1.4,-0.1,pairing,58,0.9260143096252502,6.289275578917554e-05,-0.05107815716053388,0.03445209513769824
1.4,-0.1,pairing,59,0.9350338316891026,-9.049314278104812e-05,-0.05013185330095968,0.033105015615399455
1.4,-0.1,pairing,60,0.9482722917446309,0.00011259175562643194,-0.046596087776281034,0.029590517456910388
1.4,-0.1,pairing,61,0.9638125415820825,-0.00012700909537852222,-0.03972320554877999,0.023732106447031245
1.4,-0.1,pairing,62,0.9785120755001933,0.00012881900435850213,-0.03051685671641636,0.017394599402723733
