t0,V,family,rung,physical_charge,physical_spin_odd,physical_rung_pair
1.4,0.0,pairing,56,0.8858105775017775,0.10969070601224917,-0.003502634271145407
1.4,0.0,pairing,57,0.91809635715051,-0.15609115059958126,-0.003158224957718106
1.4,0.0,pairing,58,0.9481030391881884,0.19063634130969276,-0.0027489351769704627
1.4,0.0,pairing,59,0.9705197075484029,-0.21267807385590787,-0.002326953718840262
1.4,0.0,pairing,60,0.9847926081215752,0.22311557833423057,-0.0019056777315299184
1.4,0.0,pairing,61,0.9928698187572885,-0.22249409441058904,-0.001473491482157135
1.4,0.0,pairing,62,0.9970033638771515,0.21006265810334962,-0.001050724484355585
1.4,0.0,pairing,63,0.998901023979738,-0.1856015366199297,-0.000655312958750318
1.4,0.0,pairing,64,0.9997116019857014,0.12736238392593335,-0.00024246704967907233
1.0,-0.4,stripe,1,0.9915322103089697,-0.28485113246785565,-7.50688210580176e-11
1.0,-0.4,stripe,2,0.9927794547567517,0.28966775380949256,-1.1971785451936591e-10
1.0,-0.4,stripe,3,0.9798088301059792,-0.2934737424483876,-2.1548385555179683e-10
1.0,-0.4,stripe,4,0.9599371221043278,0.2814808693058196,-4.16826368706237e-10
1.0,-0.4,stripe,5,0.9325092702083988,-0.24591171678413637,-5.222098688742819e-10
1.0,-0.4,stripe,6,0.8985032243507682,0.1911446150114765,-7.64086148012846e-10
1.0,-0.4,stripe,7,0.8665858916377014,-0.11799894120434927,-8.525625427848098e-10
1.0,-0.4,stripe,8,0.8491835235111643,0.029315854083915738,-8.833557449496699e-10
1.0,-0.4,stripe,9,0.8533237494748429,0.0618002018949195,-8.645663183717714e-10
1.0,-0.4,stripe,10,0.8773146144194972,-0.1462747997684513,-7.266171159080564e-10
1.0,-0.4,stripe,11,0.9113966595256445,0.21587379470478107,-6.095110677970524e-10
1.0,-0.4,stripe,12,0.9441872843941066,-0.2665261106237692,-4.4388000465885887e-10
1.0,-0.4,stripe,13,0.9690063461515293,0.2997566180440615,-2.832162739765721e-10
1.0,-0.4,stripe,14,0.9845436297963226,-0.3191771782155968,-1.7634268372681332e-10
1.0,-0.4,stripe,15,0.9926106671947694,0.32903895808128825,-9.498981226435275e-11
