campaign,family,t0,V,segment_iteration,cumulative_iteration,corrected_energy_per_site,spin_rms,pair_rms
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,20,20,-1.093516557015693,0.30729980899976733,7.819445146626424e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,21,21,-1.0935165569626084,0.3073001789337154,4.832964589987147e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,22,22,-1.0935165571413918,0.30730055678478607,2.1105124613701502e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,23,23,-1.0935165582347828,0.3073009250568539,9.56679502227382e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,24,24,-1.0935165580569102,0.3073013031160951,1.4196401696037885e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,25,25,-1.093516561944143,0.3073016601451031,1.597927283369958e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,26,26,-1.0935165581649011,0.3073020465915349,2.2775778980503758e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,27,27,-1.0935165591115543,0.30730242990269613,1.67691211397054e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,28,28,-1.093516559986814,0.3073028053258316,2.070454654295558e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,29,29,-1.093516561714531,0.3073031683979782,1.8615772436088725e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,30,30,-1.0935165604097061,0.3073035496137154,1.4084338003428636e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,31,31,-1.093516561481312,0.3073039262943522,2.9337089784822077e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,32,32,-1.0935165627281276,0.3073042911149114,1.014456467832696e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,33,33,-1.0935165647755656,0.3073046566797816,1.9024676956023816e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,34,34,-1.0935165617924498,0.30730504504386685,1.7131317728179615e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,35,35,-1.0935165628123675,0.307305424976293,9.802763689538936e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,36,36,-1.0935165636664503,0.30730580217131426,1.7340888718671803e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,37,37,-1.0935165683754113,0.3073061510453078,1.2857319490902314e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,38,38,-1.0935165622890923,0.3073065581288515,1.5225020523499474e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,39,39,-1.0935165644925817,0.3073069421350044,3.697032128655836e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,40,40,-1.0935165659795245,0.30730731474267053,1.3408243025733937e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,41,41,-1.0935165657770456,0.30730769680180803,4.0981750181823586e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,42,42,-1.0935165662960777,0.30730807969524576,9.557449428436552e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,43,43,-1.0935165658744592,0.307308463368485,2.4642723781751083e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,44,44,-1.0935165664254745,0.3073088488404086,1.7975696988832312e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,45,45,-1.093516567580469,0.30730922611236017,8.651409657368404e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,46,46,-1.093516566934744,0.3073096180432571,6.313889503332353e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,47,47,-1.0935165680459755,0.30731000231817995,3.5317035347434804e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,48,48,-1.0935165681029877,0.3073103942432419,1.2686969878038214e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,49,49,-1.0935165693539068,0.307310776299782,1.7786898755200212e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,50,50,-1.0935165689001272,0.30731116959523813,1.229575682512902e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,51,51,-1.0935165701840186,0.3073115539757703,2.8422808413266974e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,52,52,-1.093516577250604,0.3073119304446601,1.3132103795160987e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,53,53,-1.0935165723814106,0.30731233845715117,3.992735893840434e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,54,54,-1.0935165741275854,0.30731273262649245,5.864821196459666e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,55,55,-1.093516575571191,0.3073131220954081,1.3970818664989093e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,56,56,-1.0935165770244306,0.3073135078903225,7.072867623601385e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,57,57,-1.0935165769689883,0.30731389926431174,6.812482336224571e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,58,58,-1.0935165768274517,0.307314297815047,2.3899839861559415e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,59,59,-1.0935165767059039,0.3073146947199462,5.9321777806855236e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,stripe,1.2,-0.4,60,60,-1.09351657934785,0.3073150852650431,2.1700339396416555e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,1,1,-1.0817291908122166,0.038219053922895485,0.032079549372729006
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,2,2,-1.081776242004466,0.1038138627779702,0.03168015447960669
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,3,3,-1.0830425545943818,0.21621623725432085,0.020587037289557176
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,4,4,-1.087931754508429,0.28207863336227146,0.007159690842794466
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,5,5,-1.0918471467776985,0.30139652108661885,0.0019028659361620816
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,6,6,-1.0931214643868603,0.30600547674176476,0.00048123283386541785
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,7,7,-1.093426910558904,0.3070643426299755,0.00012052095302018136
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,8,8,-1.0934961346956789,0.3073091721108379,3.0149168387863463e-05
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,9,9,-1.0935119052861801,0.30736674955678844,7.535360520446993e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,10,10,-1.0935155326280628,0.307380848989676,1.88247073172331e-06
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,11,11,-1.0935163920807314,0.3073845805852634,4.700677345003248e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,12,12,-1.0935165925351407,0.30738588315206566,1.1734203596345558e-07
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,13,13,-1.0935166418586428,0.3073865932601417,2.9286539248090178e-08
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,14,14,-1.0935166532390412,0.30738717299939833,7.307055028540179e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,15,15,-1.0935166566435157,0.30738771505309864,1.821800751978847e-09
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,16,16,-1.0935166575681348,0.3073882566233528,4.5789355665064545e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,17,17,-1.093516658318423,0.3073887966491144,1.1454525349263757e-10
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,18,18,-1.093516659811715,0.30738932805991315,3.088890483862646e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,19,19,-1.0935166598651975,0.30738986702209925,1.1558441975578722e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,20,20,-1.0935166607469207,0.30739040624839187,3.311975845256445e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,21,21,-1.0935166612223657,0.30739094963056923,1.5724551040253863e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,22,22,-1.0935166620694052,0.30739148932826355,9.053107049200476e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,23,23,-1.0935166629590947,0.30739202916416597,8.556708740260788e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,24,24,-1.093516663493578,0.3073925711974867,3.780763049216974e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,25,25,-1.0935166634799312,0.30739312111570033,1.6467571519091378e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,26,26,-1.0935166648721648,0.3073936662629392,1.8939724709365985e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,27,27,-1.0935166656943747,0.30739421202878026,1.3616580639352939e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,28,28,-1.093516670634955,0.3073947303227065,3.232351408795525e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,29,29,-1.0935166665583762,0.3073952840270738,1.5973001785451894e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,30,30,-1.0935166676776313,0.3073958411482067,3.4796276462279805e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,31,31,-1.093516664048536,0.30739642308943593,6.771789391363671e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,32,32,-1.093516667632393,0.30739698836112417,3.394269997795352e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,33,33,-1.0935166706290218,0.3073975371950075,5.708173716537491e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,34,34,-1.093516670449828,0.3073980938330419,1.0227808347621794e-11
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,35,35,-1.0935166728958507,0.30739864758946145,1.4066283944434768e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,36,36,-1.0935166731007284,0.3073992029307102,5.293790541203182e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,37,37,-1.093516673469408,0.30739976425465054,2.698384339662097e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,38,38,-1.0935166741292035,0.30740032542109114,8.214408132682888e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,39,39,-1.0935166744985914,0.3074008923713605,3.774855252246516e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,40,40,-1.0935166755825274,0.3074014567014698,6.2038322368619775e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,41,41,-1.0935166745783536,0.3074020246522423,1.99899163173421e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,42,42,-1.0935166777836063,0.3074025848474451,4.008548355636221e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,43,43,-1.0935166774205969,0.30740315721620537,5.2780418534309625e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,44,44,-1.093516678919179,0.30740371661212634,7.391835033455263e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,45,45,-1.0935166785848387,0.307404290899449,1.5753366834626305e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,46,46,-1.0935166798120104,0.30740486096306696,8.873234029502201e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,47,47,-1.0935166802361738,0.30740543720266295,2.787346852525842e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,48,48,-1.0935166793445754,0.30740601605044515,9.061305847359697e-13
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,49,49,-1.0935166827779663,0.30740658542873595,3.647523678019517e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,50,50,-1.0935166829752152,0.3074071526952698,4.3844227441963215e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,51,51,-1.0935166835654737,0.30740772337513667,5.834020793032153e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,52,52,-1.093516683833591,0.30740830208571895,4.53070562537331e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,53,53,-1.093516685059319,0.3074088725607671,8.42312909791978e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,54,54,-1.0935166853728089,0.307409451648814,2.853734747617772e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,55,55,-1.0935166861462775,0.30741003083480123,4.4179037945052324e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,56,56,-1.093516684976824,0.3074106240805697,2.1083773251413724e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,57,57,-1.0935166862435315,0.3074112113223139,2.172836410982314e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,58,58,-1.093516689364997,0.30741178265552976,2.3147955238022554e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,59,59,-1.0935166882265888,0.3074123756949878,3.649995077365935e-12
20260915_cubic_unfrustrated_two_basin_95_5_60,pairing,1.2,-0.4,60,60,-1.093516690550483,0.30741294568896144,2.824102527490243e-12
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,1,81,-0.6611220399706582,0.17684962741344615,6.274107806512223e-10
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,2,82,-0.6611220432589868,0.1768528513179669,1.973734659943782e-08
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,3,83,-0.6611220286369265,0.17685622993176683,4.956039746233167e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,4,84,-0.6611220443585978,0.17685928255661618,2.370573974237781e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,5,85,-0.6611220364053494,0.17686261906559783,1.2088860194889658e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,6,86,-0.6611220433730821,0.17686567105906753,1.6203457133598284e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,7,87,-0.6611220598241915,0.17686816836899094,5.763809749888742e-10
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,8,88,-0.6611220516855053,0.17687100394305302,1.1215375565710044e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,9,89,-0.6611220531538767,0.17687380628382748,3.3189011647920576e-10
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,10,90,-0.6611220564718252,0.176876465062274,4.319142520812705e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,11,91,-0.6611220449423377,0.17687921879219934,4.62501273176369e-10
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,12,92,-0.661122047614963,0.17688197670314984,5.089857347603472e-10
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,13,93,-0.6611220560610565,0.17688420493633092,1.5782383613590864e-10
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,14,94,-0.6611220674265986,0.1768867324961247,1.357528088318186e-08
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,15,95,-0.661122079523033,0.17688880573734939,1.830553018449974e-08
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,16,96,-0.6611220677917105,0.1768909394734835,2.394691492914394e-08
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,17,97,-0.6611220709752613,0.17689280223413636,1.2908068331398318e-08
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,18,98,-0.6611220770698709,0.17689431250911294,6.80055580630947e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,19,99,-0.6611220748761318,0.176895963992643,2.3900730770709814e-09
20260915_square_t014_v000_two_basin_finish20,stripe,1.4,0.0,20,100,-0.6611220745702532,0.17689778488661467,1.0405644587228863e-09
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,1,63,-0.6610535064229783,0.1680719234636971,0.0033071701019252936
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,2,64,-0.661072225946055,0.17034526873876074,0.0019764244981467314
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,3,65,-0.6610874628447159,0.1718881134300696,0.0011402947510198384
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,4,66,-0.6610983103418089,0.17290002145480973,0.0006439509192065527
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,5,67,-0.6611056759216264,0.17355282006509143,0.0003589452057462667
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,6,68,-0.6611104276822599,0.17397426086719417,0.0001986866125760241
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,7,69,-0.6611135514814366,0.17424801617579386,0.00010953039817011391
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,8,70,-0.6611155613658691,0.17443001188417648,6.0203264816203606e-05
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,9,71,-0.6611168554312858,0.17455600666644874,3.305660083492856e-05
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,10,72,-0.6611177075993714,0.17464807454304496,1.8132974684251554e-05
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,11,73,-0.661118310640997,0.17471818375984635,9.939531944391734e-06
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,12,74,-0.661118728494633,0.17477570669549156,5.466160836657642e-06
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,13,75,-0.6611190168392327,0.17482534129854205,3.0014940385062624e-06
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,14,76,-0.6611192892538076,0.174869630914294,1.6400279387939662e-06
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,15,77,-0.661119489787623,0.1749103565217489,8.983327100965481e-07
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,16,78,-0.6611196399090713,0.17495060878118562,4.913721884026056e-07
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,17,79,-0.6611197767011333,0.17498985772943282,2.682226794254894e-07
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,18,80,-0.6611198965194082,0.17502896856717462,1.468805330855723e-07
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,19,81,-0.6611200082416602,0.17506775230715454,8.047311808398123e-08
20260915_square_t014_v000_two_basin_finish20,pairing,1.4,0.0,20,82,-0.6611201413002853,0.17510563242072907,4.4214764201916826e-08
