geometry	rung	charge_even	charge_even_centered	charge_odd	spin_even	spin_odd	beta_nn	beta_nn_centered
cubic_frustrated	17	-0.01060529304112543	0.002192448881569678	1.064217512725119e-09	6.268423280442192e-15	3.291637795665991e-14	0.04363820463876408	-0.001105422953925024
cubic_frustrated	18	-0.01042288976586736	0.002374852156827747	7.182465594501863e-10	9.037909309839165e-16	-2.405367571789441e-14	0.0437059847571415	-0.001037642835547609
cubic_frustrated	19	-0.01089992386004883	0.00189781806264628	-8.965136411021035e-10	5.399326818977812e-16	1.411154179620233e-14	0.04407557865944738	-0.0006680489332417244
cubic_frustrated	20	-0.01192017014710082	0.000877571775594289	-1.649728171779219e-09	4.301680539553487e-15	1.994498316504334e-15	0.04466806279425052	-7.556479843858627e-05
cubic_frustrated	21	-0.01328296281724712	-0.0004852208945520103	5.722138934557974e-10	4.062722380737682e-15	-5.006411951669065e-15	0.04537086147558248	0.0006272338828933743
cubic_frustrated	22	-0.01473841668133424	-0.001940674758639134	-1.059172177915457e-09	1.111047018276246e-14	-1.293800136470402e-14	0.04605722115803684	0.001313593565347736
cubic_frustrated	23	-0.01602987867156746	-0.003232136748872346	-4.431990538455999e-11	-1.60288449180257e-15	-1.058701737388645e-14	0.04660764480158445	0.001864017208895341
cubic_frustrated	24	-0.01693692621125469	-0.004139184288559583	-2.01168398432372e-09	1.916869440954372e-15	-3.866698627952303e-15	0.04692976188980361	0.002186134297114506
cubic_frustrated	25	-0.01731170202011192	-0.004513960097416808	-8.817736037863844e-10	2.23866064574807e-15	-1.360890566903805e-15	0.04697325986774464	0.002229632275055529
cubic_frustrated	26	-0.01710232918751706	-0.004304587264821951	1.405304751039838e-09	-9.065664885454794e-15	2.05911676598447e-15	0.04673749183345595	0.001993864240766842
cubic_frustrated	27	-0.01635951459317555	-0.00356177267048044	7.91280830789165e-10	-2.785098540680764e-15	9.187962890511159e-15	0.04627039134162599	0.001526763748936885
cubic_frustrated	28	-0.01522547763993908	-0.002427735717243973	2.134062468406306e-09	-3.040536572518349e-15	-9.223958402637678e-15	0.04565909761707224	0.000915470024383136
cubic_frustrated	29	-0.01390754199608477	-0.001109800073389663	3.778968305813424e-09	4.601354020028481e-16	9.155436825336594e-15	0.0450142822199009	0.0002706546272117916
cubic_frustrated	30	-0.01264135769854388	0.0001563842241512261	5.370084741468384e-10	-8.187894806610529e-16	-2.008809785181143e-15	0.04445072585105975	-0.0002929017416293603
cubic_frustrated	31	-0.01165025289935658	0.001147489023338532	2.866513420726746e-09	8.864436962241484e-16	7.728193085476676e-16	0.04406764857457672	-0.0006759790181123868
cubic_frustrated	32	-0.01110751665689638	0.001690225265798727	1.631897226725409e-09	-2.579533808777512e-15	-8.14973089013904e-15	0.0439320712088707	-0.0008115563838184056
cubic_frustrated	33	-0.01110751245068827	0.001690229472006838	-2.28619388351059e-09	-1.580333086614871e-15	2.697495005143935e-15	0.04406764111672812	-0.0006759864759609893
cubic_frustrated	34	-0.0116502508144827	0.001147491108212408	-2.607865215442651e-09	3.420874694626264e-15	-1.110569969320352e-14	0.04445070911962323	-0.0002929184730658743
