geometry,t0,V,family,iteration,energy_per_site,physical_spin_rms,physical_leg_pair_rms,source_job_id,source_iteration
Square,1.4,-0.4,stripe,19,-1.1674047993416914,3.0435290983619083e-05,0.0352250064116622,58093799,19
Square,1.4,-0.4,stripe,20,-1.1674048024798196,1.877243512753919e-05,0.03522493070898728,58093799,20
Square,1.4,-0.4,stripe,21,-1.1674048003864737,1.1592443760008798e-05,0.03522492332347972,58093799,21
Square,1.4,-0.4,stripe,22,-1.1674048005268916,7.152016606712517e-06,0.035224927020051706,58093799,22
Square,1.4,-0.4,stripe,23,-1.1674047967139396,4.346160263271263e-06,0.03522508753253803,58093799,23
Square,1.4,-0.4,stripe,24,-1.1674048039583238,2.7821711340656467e-06,0.0352249457613021,58093799,24
Square,1.4,-0.4,stripe,25,-1.1674048004626825,1.7698807045732493e-06,0.03522492305951381,58093799,25
Square,1.4,-0.4,stripe,26,-1.167404800758957,1.2163703078993117e-06,0.03522491686900256,58093799,26
Square,1.4,-0.4,stripe,27,-1.1674048005928188,9.300901292171203e-07,0.03522492100124228,58093799,27
Square,1.4,-0.4,stripe,28,-1.1674048004006077,8.058302140517654e-07,0.035224922019100595,58093799,28
Square,1.4,-0.4,stripe,29,-1.1674048007427498,7.153608712269679e-07,0.03522492031139513,58093799,29
Square,1.4,-0.4,stripe,30,-1.1674048003968311,7.144251414287945e-07,0.035224925219336976,58093799,30
Square,1.4,-0.4,stripe,31,-1.1674047968918935,7.645563373012264e-07,0.035225081813495436,58093799,31
Square,1.4,-0.4,stripe,32,-1.167404803917181,5.098691290293598e-07,0.03522494134916806,58093799,32
Square,1.4,-0.4,stripe,33,-1.167404800323005,6.064347656738542e-07,0.03522492939018605,58093799,33
Square,1.4,-0.4,stripe,34,-1.167404799499411,6.581181311877237e-07,0.03522500824520894,58093799,34
Square,1.4,-0.4,stripe,35,-1.1674047981649105,5.844904659202786e-07,0.03522510360078545,58093799,35
Square,1.4,-0.4,stripe,36,-1.167404804011807,4.7587225099869043e-07,0.03522494683706513,58093799,36
Square,1.4,-0.4,stripe,37,-1.1674048005271451,4.27345049709714e-07,0.03522492389905854,58093799,37
Square,1.4,-0.4,stripe,38,-1.1674048004395856,3.150238657793112e-07,0.03522492819857478,58093799,38
Square,1.4,-0.4,stripe,39,-1.1674048007666753,2.9598132247213014e-07,0.03522492388926801,58093799,39
Square,1.4,-0.4,stripe,40,-1.16740480053033,3.8042939323376997e-07,0.03522492640090316,58093799,40
Square,1.4,-0.4,stripe,41,-1.1674047968502554,5.3409279011654e-07,0.03522508275327773,58093799,41
Square,1.4,-0.4,stripe,42,-1.167404803932107,4.6764836241898577e-07,0.03522494360116196,58093799,42
Square,1.4,-0.4,stripe,43,-1.1674048003508266,3.9360772069338014e-07,0.03522492586771662,58093799,43
Square,1.4,-0.4,stripe,44,-1.1674048007289068,4.5930242428444096e-07,0.03522492403770734,58093799,44
Square,1.4,-0.4,stripe,45,-1.1674048006056623,2.509451150380165e-07,0.035224927287522495,58093799,45
Square,1.4,-0.4,stripe,46,-1.1674048006709552,2.642236478738658e-07,0.03522492408804685,58093799,46
Square,1.4,-0.4,stripe,47,-1.167404800621361,3.6299259027477677e-07,0.03522492451116816,58093799,47
Square,1.4,-0.4,stripe,48,-1.1674048007757738,3.559300869947478e-07,0.035224920549827905,58093799,48
Square,1.4,-0.4,stripe,49,-1.1674048005845816,5.147180330064661e-07,0.035224919589534234,58093799,49
Square,1.4,-0.4,stripe,50,-1.167404800540097,6.452725916570551e-07,0.03522492476661765,58093799,50
Square,1.4,-0.4,stripe,51,-1.167404800580885,6.213209547833067e-07,0.03522492505371312,58093799,51
Square,1.4,-0.4,stripe,52,-1.1674047967178423,4.947472920958885e-07,0.035225081837819465,58093799,52
Square,1.4,-0.4,stripe,53,-1.1674048038424554,6.552059944855242e-07,0.03522494550595803,58093799,53
Square,1.4,-0.4,stripe,54,-1.167404800407868,4.5102924024113687e-07,0.035224931537128114,58093799,54
Square,1.4,-0.4,stripe,55,-1.167404800986572,3.99413036024397e-07,0.03522491827751792,58093799,55
Square,1.4,-0.4,stripe,56,-1.167404800424807,4.558414462905358e-07,0.03522492068612229,58093799,56
Square,1.4,-0.4,stripe,57,-1.16740479657932,5.89835174227733e-07,0.03522508489071637,58093799,57
Square,1.4,-0.4,stripe,58,-1.1674048002254482,6.973966493263388e-07,0.03522509782073692,58093799,58
Square,1.4,-0.4,stripe,59,-1.1674048034158262,6.679419523076438e-07,0.03522494638172094,58093799,59
Square,1.4,-0.4,stripe,60,-1.1674048006067794,4.3731770078727485e-07,0.035224922475474804,58093799,60
Square,1.4,-0.4,stripe,61,-1.1674048005329711,4.0861349904244074e-07,0.03522492271490631,58093799,61
Square,1.4,-0.4,stripe,62,-1.167404800756254,3.1676303994938163e-07,0.035224921431705726,58093799,62
Square,1.4,-0.4,stripe,63,-1.1674048006017612,4.758552029850458e-07,0.03522492174229438,58093799,63
Square,1.4,-0.4,stripe,64,-1.1674048005734468,6.231487022875012e-07,0.035224922232757416,58093799,64
Square,1.4,-0.4,stripe,65,-1.1674048006177609,3.7153083025314806e-07,0.03522492453046088,58093799,65
Square,1.4,-0.4,stripe,66,-1.1674048007048734,4.0709806673626413e-07,0.03522491915418778,58093799,66
Square,1.4,-0.4,stripe,67,-1.1674048005690034,3.790319985327535e-07,0.03522492124779538,58093799,67
Square,1.4,-0.4,stripe,68,-1.1674048005053521,3.7438636243198605e-07,0.03522492400882503,58093799,68
Square,1.4,-0.4,stripe,69,-1.1674048005983195,4.705150901285594e-07,0.035224927337093245,58093799,69
Square,1.4,-0.4,stripe,70,-1.167404800697063,5.500292584854993e-07,0.03522492491215882,58093799,70
Square,1.4,-0.4,stripe,71,-1.1674048007112867,6.092399778467966e-07,0.035224920266579564,58093799,71
Square,1.4,-0.4,stripe,72,-1.1674048004460247,6.400736755586419e-07,0.03522492592039363,58093799,72
Square,1.4,-0.4,stripe,73,-1.1674047968628798,3.588163622200246e-07,0.0352250815668595,58093799,73
Square,1.4,-0.4,stripe,74,-1.1674048038261857,3.7707841022269353e-07,0.03522494578777194,58093799,74
Square,1.4,-0.4,stripe,75,-1.1674048003823962,4.074134330899114e-07,0.03522492585354135,58093799,75
Square,1.4,-0.4,stripe,76,-1.1674048005300313,2.763621517782259e-07,0.03522492913256662,58093799,76
Square,1.4,-0.4,stripe,77,-1.1674048009175693,4.2562983524789813e-07,0.035224919939405734,58093799,77
Square,1.4,-0.4,stripe,78,-1.1674048004025805,3.8332604154239666e-07,0.03522492423760053,58093799,78
Square,1.4,-0.4,stripe,79,-1.1674048005902713,2.9039593570146793e-07,0.035224922028011044,58093799,79
Square,1.4,-0.4,stripe,80,-1.1674048007866273,4.840511703524134e-07,0.035224918659457524,58093799,80
Square,1.4,-0.4,pairing,1,-1.1673602388256485,0.00804392400266124,0.034990312836389446,58093800,1
Square,1.4,-0.4,pairing,2,-1.167404428089337,0.004918985768591813,0.03518820768683524,58093800,2
Square,1.4,-0.4,pairing,3,-1.167404511179609,0.003012669856264099,0.03521769973533228,58093800,3
Square,1.4,-0.4,pairing,4,-1.1674047559531295,0.001847072748276439,0.03522294743321147,58093800,4
Square,1.4,-0.4,pairing,5,-1.1674048082160997,0.0011331533308355818,0.035224253557796875,58093800,5
Square,1.4,-0.4,pairing,6,-1.1674047953184112,0.0006954752952802295,0.03522487889390716,58093800,6
Square,1.4,-0.4,pairing,7,-1.1674048065701332,0.00042703483083129435,0.03522482341296849,58093800,7
Square,1.4,-0.4,pairing,8,-1.1674047964965968,0.00026220153977652517,0.03522501210179078,58093800,8
Square,1.4,-0.4,pairing,9,-1.1674048042845055,0.0001610594671613922,0.03522488274034811,58093800,9
Square,1.4,-0.4,pairing,10,-1.167404800703919,9.895179930437178e-05,0.03522486750464933,58093800,10
Square,1.4,-0.4,pairing,11,-1.1674048006759894,6.0805551846014e-05,0.03522487692770328,58093800,11
Square,1.4,-0.4,pairing,12,-1.167404800963194,3.738744882499659e-05,0.035224873111426816,58093800,12
Square,1.4,-0.4,pairing,13,-1.1674048007016673,2.3012191386581797e-05,0.03522487414807468,58093800,13
Square,1.4,-0.4,pairing,14,-1.1674047969340895,1.4087695248864904e-05,0.035225034105273875,58093800,14
Square,1.4,-0.4,pairing,15,-1.1674048042164318,8.640439799126171e-06,0.03522488712595693,58093800,15
Square,1.4,-0.4,pairing,16,-1.1674048001949369,5.319811747198128e-06,0.03522488148932522,58093800,16
Square,1.4,-0.4,pairing,17,-1.1674047970308676,3.216785516126609e-06,0.035225038319145044,58093800,17
Square,1.4,-0.4,pairing,18,-1.1674048002777793,1.892666705876716e-06,0.03522505127416158,58093800,18
Square,1.4,-0.4,pairing,19,-1.167404803802572,1.26640812607318e-06,0.0352248983313082,58093800,19
Square,1.4,-0.4,pairing,20,-1.1674047965931893,8.44331717552483e-07,0.03522504040269727,58093800,20
Square,1.4,-0.4,pairing,21,-1.167404804195821,8.229591290648656e-07,0.0352248968950907,58093800,21
Square,1.4,-0.4,pairing,22,-1.167404796772796,5.555660657131913e-07,0.0352250368942384,58093800,22
Square,1.4,-0.4,pairing,23,-1.167404804142733,5.03804811629151e-07,0.035224890877126755,58093800,23
Square,1.4,-0.4,pairing,24,-1.167404800462589,6.062303909698038e-07,0.035224878390915454,58093800,24
Square,1.4,-0.4,pairing,25,-1.1674048009804885,6.066190441102046e-07,0.03522487249912821,58093800,25
Square,1.4,-0.4,pairing,26,-1.1674048008881255,6.972946826836981e-07,0.03522486846460855,58093800,26
Square,1.4,-0.4,pairing,27,-1.1674048004392097,7.040940534611954e-07,0.035224882457648675,58093800,27
Square,1.4,-0.4,pairing,28,-1.1674048009158013,5.275755526416288e-07,0.035224876938514255,58093800,28
Square,1.4,-0.4,pairing,29,-1.1674048009329359,5.380958058112804e-07,0.03522487169619269,58093800,29
Square,1.4,-0.4,pairing,30,-1.1674048008088371,4.421153092165041e-07,0.03522487120335792,58093800,30
Square,1.4,-0.4,pairing,31,-1.1674047997057362,4.808963985994181e-07,0.03522494765930289,58093800,31
Square,1.4,-0.4,pairing,32,-1.1674048024400816,4.359988818933465e-07,0.035224876680619834,58093800,32
Square,1.4,-0.4,pairing,33,-1.1674048004210156,3.873529478311898e-07,0.03522487327705764,58093800,33
Square,1.4,-0.4,pairing,34,-1.1674047999393362,4.625200016181717e-07,0.03522494483986725,58093800,34
Square,1.4,-0.4,pairing,35,-1.1674048020302377,4.3443156279103005e-07,0.03522488693893669,58093800,35
Square,1.4,-0.4,pairing,36,-1.1674048007287254,3.825217619619874e-07,0.03522487774264859,58093800,36
Square,1.4,-0.4,pairing,37,-1.1674048008437086,3.2394558094623146e-07,0.03522487730298485,58093800,37
Square,1.4,-0.4,pairing,38,-1.1674048008058122,3.8066763808464876e-07,0.03522487505569801,58093800,38
Square,1.4,-0.4,pairing,39,-1.1674047998009625,5.169562917011498e-07,0.03522495467728196,58093800,39
Square,1.4,-0.4,pairing,40,-1.1674048023949337,5.936506557501441e-07,0.035224880750894964,58093800,40
Square,1.4,-0.4,pairing,41,-1.1674048005668052,3.1127572746907904e-07,0.03522487760963622,58093800,41
Square,1.4,-0.4,pairing,42,-1.167404800864832,4.31587590585955e-07,0.035224876527497145,58093800,42
Square,1.4,-0.4,pairing,43,-1.1674048008463702,3.7572692539218145e-07,0.03522487104220904,58093800,43
Square,1.4,-0.4,pairing,44,-1.167404800521366,2.8307332772794187e-07,0.035224876615025234,58093800,44
Square,1.4,-0.4,pairing,45,-1.1674048009737454,3.222013292404649e-07,0.0352248725038709,58093800,45
Square,1.4,-0.4,pairing,46,-1.167404799765705,2.3183816436846804e-07,0.035224950763438394,58093800,46
Square,1.4,-0.4,pairing,47,-1.1674048022446293,3.145422265732386e-07,0.03522488555425329,58093800,47
Square,1.4,-0.4,pairing,48,-1.1674048006687452,4.609345821729574e-07,0.03522487782996594,58093800,48
Square,1.4,-0.4,pairing,49,-1.1674047967870578,3.258038418858389e-07,0.03522504043901651,58093800,49
Square,1.4,-0.4,pairing,50,-1.1674048002772384,3.2259414445200524e-07,0.0352250585634849,58093800,50
Square,1.4,-0.4,pairing,51,-1.167404802877693,4.868992688677731e-07,0.03522497668637547,58093800,51
Square,1.4,-0.4,pairing,52,-1.1674048020766403,3.871163841494449e-07,0.035224893388965325,58093800,52
Square,1.4,-0.4,pairing,53,-1.1674048008787186,5.183978585942399e-07,0.03522487733087877,58093800,53
Square,1.4,-0.4,pairing,54,-1.167404800901535,6.803946735810411e-07,0.03522487284863475,58093800,54
Square,1.4,-0.4,pairing,55,-1.1674048006889033,7.283744238438413e-07,0.035224874569572975,58093800,55
Square,1.4,-0.4,pairing,56,-1.1674048008011608,7.340415496825081e-07,0.03522487694415894,58093800,56
Square,1.4,-0.4,pairing,57,-1.1674048007897548,4.3541165301221556e-07,0.03522487734646768,58093800,57
Square,1.4,-0.4,pairing,58,-1.1674048007937594,4.2188203935044135e-07,0.03522487541242168,58093800,58
Square,1.4,-0.4,pairing,59,-1.1674048009607978,5.795634018230451e-07,0.03522486917416868,58093800,59
Square,1.4,-0.4,pairing,60,-1.1674047967277768,5.434970195687318e-07,0.03522503303731286,58093800,60
Square,1.4,-0.4,pairing,61,-1.1674048039652465,3.405402169487198e-07,0.03522490012814056,58093800,61
Square,1.4,-0.4,pairing,62,-1.1674048007032098,2.693135940231103e-07,0.03522487678950658,58093800,62
Square,1.4,-0.4,pairing,63,-1.1674047997296966,3.648029869381779e-07,0.0352249539219469,58093800,63
Square,1.4,-0.4,pairing,64,-1.167404798517743,4.0361388307815743e-07,0.035225042806023454,58093800,64
Square,1.4,-0.4,pairing,65,-1.1674048039673939,5.131732830141289e-07,0.03522489488882317,58093800,65
Square,1.4,-0.4,pairing,66,-1.1674048004974105,2.5286749912935193e-07,0.03522488230533279,58093800,66
Square,1.4,-0.4,pairing,67,-1.1674048009931592,3.5355704964352744e-07,0.035224872128774426,58093800,67
Square,1.4,-0.4,pairing,68,-1.167404800685398,2.6268452096317017e-07,0.035224875149609654,58093800,68
Square,1.4,-0.4,pairing,69,-1.1674048007585256,4.2976544758395284e-07,0.03522487514235978,58093800,69
Square,1.4,-0.4,pairing,70,-1.1674048006861795,2.438630109285457e-07,0.0352248767805168,58093800,70
Square,1.4,-0.4,pairing,71,-1.1674047998525936,2.7192154320644877e-07,0.035224950545738064,58093800,71
Square,1.4,-0.4,pairing,72,-1.1674048021584045,2.818874753050909e-07,0.03522488676954829,58093800,72
Square,1.4,-0.4,pairing,73,-1.1674048008015023,4.2045818220221987e-07,0.03522487603159861,58093800,73
Square,1.4,-0.4,pairing,74,-1.1674048006568905,5.33065626213726e-07,0.03522487769810603,58093800,74
Square,1.4,-0.4,pairing,75,-1.1674048009279925,4.295159058090453e-07,0.03522487537174971,58093800,75
Square,1.4,-0.4,pairing,76,-1.1674048009760603,5.403785855632469e-07,0.03522486927569459,58093800,76
Square,1.4,-0.4,pairing,77,-1.1674048007086186,4.0035617628695694e-07,0.035224871884785805,58093800,77
Square,1.4,-0.4,pairing,78,-1.1674047969260073,3.628215858539469e-07,0.03522503537809694,58093800,78
Square,1.4,-0.4,pairing,79,-1.1674048001325257,4.414203331897614e-07,0.03522505593386326,58093800,79
Square,1.4,-0.4,pairing,80,-1.1674048082719386,3.111948076846579e-07,0.03522467397739939,58093800,80
Square,1.4,0.0,stripe,1,-0.6612314503796254,0.20998481898937904,0.0007971235506703448,58093802,1
Square,1.4,0.0,stripe,2,-0.6615704322936242,0.19477272830758174,0.0003582054085865624,58093802,2
Square,1.4,0.0,stripe,3,-0.661323189144609,0.18694106457468462,0.00017433412178976428,58093802,3
Square,1.4,0.0,stripe,4,-0.6612385390325373,0.1825464963407323,8.962310873937546e-05,58093802,4
Square,1.4,0.0,stripe,5,-0.6611905383854619,0.17997023061283443,4.7726541029146665e-05,58093802,5
Square,1.4,0.0,stripe,6,-0.6611636015365624,0.17842269889515525,2.5956620980348347e-05,58093802,6
Square,1.4,0.0,stripe,7,-0.6611475678389903,0.17748094781004156,1.429239337527258e-05,58093802,7
Square,1.4,0.0,stripe,8,-0.6611377916454797,0.1769060157944832,7.947661637002333e-06,58093802,8
Square,1.4,0.0,stripe,9,-0.6611317425468118,0.17655637863888446,4.437725110628187e-06,58093802,9
Square,1.4,0.0,stripe,10,-0.6611279343184162,0.17634689142707208,2.4867353824748163e-06,58093802,10
Square,1.4,0.0,stripe,11,-0.6611255368261193,0.17622484099478486,1.395330415695489e-06,58093802,11
Square,1.4,0.0,stripe,12,-0.6611240154393369,0.17615783957606174,7.83972753574162e-07,58093802,12
Square,1.4,0.0,stripe,13,-0.6611230411860959,0.17612549870087052,4.5037885929638205e-07,58093802,13
Square,1.4,0.0,stripe,14,-0.661122438260238,0.17611442441146533,2.643381405736522e-07,58093802,14
Square,1.4,0.0,stripe,15,-0.6611220646351949,0.17611679252786647,1.4890246284598967e-07,58093802,15
Square,1.4,0.0,stripe,16,-0.6611218269608017,0.1761273844334778,8.475181342801458e-08,58093802,16
Square,1.4,0.0,stripe,17,-0.6611216795345312,0.17614354743263116,6.046101422248668e-08,58093802,17
Square,1.4,0.0,stripe,18,-0.6611215988518004,0.17616230983022696,5.1360834229603824e-08,58093802,18
Square,1.4,0.0,stripe,19,-0.6611215479310102,0.17618299575920526,4.887213528026558e-08,58093802,19
Square,1.4,0.0,stripe,20,-0.6611215301456614,0.1762044865694259,2.574297082899218e-08,58093802,20
Square,1.4,0.0,stripe,21,-0.6611215224899888,0.17622589306155728,1.3858441698316612e-08,58093802,21
Square,1.4,0.0,stripe,22,-0.6611215396341632,0.17624691673034426,3.3954250728853224e-08,58093802,22
Square,1.4,0.0,stripe,23,-0.661121548322844,0.17626787777004227,4.115777246354097e-08,58093802,23
Square,1.4,0.0,stripe,24,-0.6611215403890801,0.1762893222569125,5.058912124924303e-08,58093802,24
Square,1.4,0.0,stripe,25,-0.6611215712701365,0.17631013774951532,4.5123982554690856e-08,58093802,25
Square,1.4,0.0,stripe,26,-0.6611215888928005,0.1763303536466847,2.3646717558290446e-08,58093802,26
Square,1.4,0.0,stripe,27,-0.6611216041869106,0.1763493947011413,1.2417733795299723e-08,58093802,27
Square,1.4,0.0,stripe,28,-0.6611216040204111,0.17636851546625504,1.9435224208310396e-08,58093802,28
Square,1.4,0.0,stripe,29,-0.6611216243011311,0.17638686346029056,1.61098821385353e-08,58093802,29
Square,1.4,0.0,stripe,30,-0.6611216345050467,0.17640514414928413,1.0898168308188882e-07,58093802,30
Square,1.4,0.0,stripe,31,-0.6611216567686918,0.17642244777456664,4.459577547237324e-08,58093802,31
Square,1.4,0.0,stripe,32,-0.6611216637526656,0.1764393651682829,3.955977175362934e-08,58093802,32
Square,1.4,0.0,stripe,33,-0.6611216702445151,0.1764559423604372,1.5946147960305098e-08,58093802,33
Square,1.4,0.0,stripe,34,-0.6611216968412174,0.17647178040162553,1.6072356042211537e-08,58093802,34
Square,1.4,0.0,stripe,35,-0.6611217125473947,0.1764871338819319,4.235322210780179e-08,58093802,35
Square,1.4,0.0,stripe,36,-0.661121730848775,0.1765018741342351,4.216666218494016e-08,58093802,36
Square,1.4,0.0,stripe,37,-0.6611217376712276,0.1765162256251258,1.8981539693468196e-08,58093802,37
Square,1.4,0.0,stripe,38,-0.6611217550459765,0.17653008711186216,1.4266953550154888e-08,58093802,38
Square,1.4,0.0,stripe,39,-0.6611217536234137,0.17654392807111052,7.479803652804512e-09,58093802,39
Square,1.4,0.0,stripe,40,-0.66112176936304,0.17655718274416046,4.275526794677139e-09,58093802,40
Square,1.4,0.0,stripe,41,-0.6611217868772529,0.17656972270049318,1.759048865873331e-08,58093802,41
Square,1.4,0.0,stripe,42,-0.6611217953993028,0.1765817392697361,4.406834454710429e-09,58093802,42
Square,1.4,0.0,stripe,43,-0.6611218077153522,0.17659350152595088,4.119718605304995e-09,58093802,43
Square,1.4,0.0,stripe,44,-0.6611218024077933,0.17660536926134177,4.90243666487432e-09,58093802,44
Square,1.4,0.0,stripe,45,-0.6611218113615291,0.17661621641530745,1.8956667795514304e-09,58093802,45
Square,1.4,0.0,stripe,46,-0.6611218178773295,0.17662715396462494,8.7354516578545e-10,58093802,46
Square,1.4,0.0,stripe,47,-0.6611218295341156,0.17663766798531957,1.0315618804778075e-08,58093802,47
Square,1.4,0.0,stripe,48,-0.661121827468504,0.17664832546384437,3.7021528971106045e-09,58093802,48
Square,1.4,0.0,stripe,49,-0.6611218382853561,0.1766583332885894,2.483499727413045e-09,58093802,49
Square,1.4,0.0,stripe,50,-0.6611218633016713,0.17666715211411096,1.3192707664301063e-09,58093802,50
Square,1.4,0.0,stripe,51,-0.6611218682445617,0.17667592734810597,1.5279131391721393e-09,58093802,51
Square,1.4,0.0,stripe,52,-0.6611218906001816,0.17668401248117968,1.8662915152535515e-09,58093802,52
Square,1.4,0.0,stripe,53,-0.6611218729666238,0.1766928474788321,1.0421192410849396e-09,58093802,53
Square,1.4,0.0,stripe,54,-0.6611218855009053,0.1767012712509924,5.275356042401409e-10,58093802,54
Square,1.4,0.0,stripe,55,-0.6611219022886897,0.1767089171708864,3.898939378826083e-10,58093802,55
Square,1.4,0.0,stripe,56,-0.6611219032355913,0.1767166145172572,4.160609994370268e-10,58093802,56
Square,1.4,0.0,stripe,57,-0.6611219113977744,0.17672382747282678,3.567300424868242e-08,58093802,57
Square,1.4,0.0,stripe,58,-0.6611219148588195,0.1767309858073511,1.7861195643095342e-08,58093802,58
Square,1.4,0.0,stripe,59,-0.6611219235738927,0.17673801957165494,9.012609156416918e-09,58093802,59
Square,1.4,0.0,stripe,60,-0.6611219082823777,0.1767456149242166,4.353670145332937e-08,58093802,60
Square,1.4,0.0,stripe,61,-0.661121916571924,0.17675288034082892,2.2107562726363632e-08,58093802,61
Square,1.4,0.0,stripe,62,-0.6611219512095767,0.1767592007175987,1.0256651410847908e-08,58093802,62
Square,1.4,0.0,stripe,63,-0.6611219576411984,0.17676536087674344,5.537728781163809e-09,58093802,63
Square,1.4,0.0,stripe,64,-0.6611219638732669,0.17677134524717833,3.03818752472242e-09,58093802,64
Square,1.4,0.0,stripe,65,-0.6611219716555073,0.17677708475862175,5.29481410597209e-09,58093802,65
Square,1.4,0.0,stripe,66,-0.6611219677334239,0.17678303131918488,2.689438793156305e-09,58093802,66
Square,1.4,0.0,stripe,67,-0.6611219828260635,0.17678851002175527,1.4237209987879825e-09,58093802,67
Square,1.4,0.0,stripe,68,-0.6611219885685229,0.17679378225902073,5.527275328257179e-09,58093802,68
Square,1.4,0.0,stripe,69,-0.6611219920706753,0.17679916183691713,3.1173601540520143e-09,58093802,69
Square,1.4,0.0,stripe,70,-0.6611219897900027,0.17680459702652998,4.636247042062527e-09,58093802,70
Square,1.4,0.0,stripe,71,-0.6611220016904193,0.17680951554578586,3.469596891474423e-08,58093802,71
Square,1.4,0.0,stripe,72,-0.6611219985925035,0.17681430504692158,3.641698640085655e-08,58093802,72
Square,1.4,0.0,stripe,73,-0.6611220110191153,0.17681877139905094,2.107140934418689e-08,58093802,73
Square,1.4,0.0,stripe,74,-0.6611220141683145,0.17682304863173845,2.4827151204153313e-08,58093802,74
Square,1.4,0.0,stripe,75,-0.6611220106405031,0.17682735670265592,1.2893581621906304e-08,58093802,75
Square,1.4,0.0,stripe,76,-0.661122019844805,0.17683128512634802,1.3999197121409702e-08,58093802,76
Square,1.4,0.0,stripe,77,-0.6611220203399696,0.17683529150328353,7.464449719183927e-09,58093802,77
Square,1.4,0.0,stripe,78,-0.6611220258468103,0.17683901883842615,4.078194094784814e-09,58093802,78
Square,1.4,0.0,stripe,79,-0.6611220301450526,0.1768426779848283,2.1921285822828624e-09,58093802,79
Square,1.4,0.0,stripe,80,-0.6611220330815781,0.17684622468114894,1.2711033363049084e-09,58093802,80
Square,1.4,0.0,stripe,81,-0.6611220399706582,0.17684962741344615,6.274107806512223e-10,58383124,1
Square,1.4,0.0,stripe,82,-0.6611220432589868,0.1768528513179669,1.973734659943782e-08,58383124,2
Square,1.4,0.0,stripe,83,-0.6611220286369265,0.17685622993176683,4.956039746233167e-09,58383124,3
Square,1.4,0.0,stripe,84,-0.6611220443585978,0.17685928255661618,2.370573974237781e-09,58383124,4
Square,1.4,0.0,stripe,85,-0.6611220364053494,0.17686261906559783,1.2088860194889658e-09,58383124,5
Square,1.4,0.0,stripe,86,-0.6611220433730821,0.17686567105906753,1.6203457133598284e-09,58383124,6
Square,1.4,0.0,stripe,87,-0.6611220598241915,0.17686816836899094,5.763809749888742e-10,58383124,7
Square,1.4,0.0,stripe,88,-0.6611220516855053,0.17687100394305302,1.1215375565710044e-09,58383124,8
Square,1.4,0.0,stripe,89,-0.6611220531538767,0.17687380628382748,3.3189011647920576e-10,58383124,9
Square,1.4,0.0,stripe,90,-0.6611220564718252,0.176876465062274,4.319142520812705e-09,58383124,10
Square,1.4,0.0,stripe,91,-0.6611220449423377,0.17687921879219934,4.62501273176369e-10,58383124,11
Square,1.4,0.0,stripe,92,-0.661122047614963,0.17688197670314984,5.089857347603472e-10,58383124,12
Square,1.4,0.0,stripe,93,-0.6611220560610565,0.17688420493633092,1.5782383613590864e-10,58383124,13
Square,1.4,0.0,stripe,94,-0.6611220674265986,0.1768867324961247,1.357528088318186e-08,58383124,14
Square,1.4,0.0,stripe,95,-0.661122079523033,0.17688880573734939,1.830553018449974e-08,58383124,15
Square,1.4,0.0,stripe,96,-0.6611220677917105,0.1768909394734835,2.394691492914394e-08,58383124,16
Square,1.4,0.0,stripe,97,-0.6611220709752613,0.17689280223413636,1.2908068331398318e-08,58383124,17
Square,1.4,0.0,stripe,98,-0.6611220770698709,0.17689431250911294,6.80055580630947e-09,58383124,18
Square,1.4,0.0,stripe,99,-0.6611220748761318,0.176895963992643,2.3900730770709814e-09,58383124,19
